Episode,Total Reward,Steps,Epsilon
769,119.71651826492419,1650,0.001
770,2923.2273965593868,785,0.001
771,2425.774267920693,1140,0.001
772,-3673.5317093203507,2562,0.001
773,1042.620185207609,1203,0.001
774,966.3606422729559,1163,0.001
775,2938.301695858902,1551,0.001
776,-3075.595150728153,3000,0.001
777,-1163.8915357554247,1656,0.001
778,-1089.857715362019,1654,0.001
779,3320.7965657639893,1150,0.001
780,1078.2447095821199,1116,0.001
781,156.20220107040075,1208,0.001
782,-917.5525292733098,1272,0.001
783,23.168587223088934,1517,0.001
784,-1833.7958063420135,1920,0.001
785,-5189.150903266751,2163,0.001
786,2517.098849017667,702,0.001
787,2527.724936696686,699,0.001
788,3049.436461536645,698,0.001
789,3238.2425947700694,687,0.001
790,3384.875160188549,697,0.001
791,3180.4414111731603,703,0.001
792,6.5201349705216955,1146,0.001
793,1078.5060361510864,1691,0.001
794,3306.0772688876527,732,0.001
795,3129.4287917690867,717,0.001
796,3148.1648569458216,699,0.001
797,42.609255755045524,1217,0.001
798,-1070.4515289154463,1655,0.001
799,513.0806611587714,1124,0.001
800,3158.9227687579855,754,0.001
801,-495.6963888952032,1201,0.001
802,589.0555205392192,1152,0.001
803,803.4717150533721,1189,0.001
804,11425.487356132073,2271,0.001
805,3183.005209176462,714,0.001
806,-264.90347717330917,1502,0.001
807,63.3212502276575,1201,0.001
808,323.10407350544995,1198,0.001
809,-563.7337602770592,1207,0.001
810,790.0730457398673,1112,0.001
811,-454.94738019794863,1196,0.001
812,-542.2790022459895,1207,0.001
813,1760.8743195770653,1165,0.001
814,26.391115062244026,1165,0.001
815,2724.8309411931414,801,0.001
816,242.1517099091978,1153,0.001
817,446.2937553510642,1106,0.001
818,4470.969091096379,1165,0.001
819,286.0423411934204,1156,0.001
820,2891.2154863878905,1113,0.001
821,3246.2361521239372,719,0.001
822,240.94796322706003,1138,0.001
823,131.01104567563397,1175,0.001
824,326.48456049354564,1206,0.001
825,3007.257204380303,743,0.001
826,250.17822276740625,1167,0.001
827,3137.0968276041226,733,0.001
828,215.60766241269243,1147,0.001
829,1691.1600578287412,1694,0.001
830,4820.295148938651,1119,0.001
831,189.43758578114645,1171,0.001
832,3147.0171674913686,775,0.001
833,-846.1273772389546,1198,0.001
834,1575.9178657124455,1173,0.001
835,5422.633174420186,1054,0.001
836,3067.3641215814023,754,0.001
837,502.17602106970594,1143,0.001
838,1037.1043782624035,1185,0.001
839,266.5211704950617,1187,0.001
840,319.3965710389496,1173,0.001
841,3044.7691164206567,739,0.001
842,3690.169386711869,1174,0.001
843,14.302940369440805,1132,0.001
844,298.2734605417231,1305,0.001
845,3339.1126888857452,1556,0.001
846,276.3166901763334,2010,0.001
847,-1276.6457295772193,2234,0.001
848,4209.479279351855,1094,0.001
849,-788.4784205536938,1194,0.001
850,1678.9809353961214,1195,0.001
851,3849.8109364416014,1053,0.001
852,629.9246056795128,1209,0.001
853,337.2571252059997,1204,0.001
854,715.9107478765708,1235,0.001
855,3006.862151305773,767,0.001
856,1388.8171795094904,1208,0.001
857,614.8059505936565,2718,0.001
858,3424.31040297129,1703,0.001
859,193.51473466129704,1097,0.001
860,4099.17207187898,663,0.001
861,2906.786476174251,777,0.001
862,3196.3173531567168,721,0.001
863,3200.0062194482653,703,0.001
864,-6406.1702800725025,3000,0.001
865,2531.2032819973942,1181,0.001
866,1570.650585604887,1115,0.001
867,4109.929010470346,662,0.001
868,2719.197642214143,911,0.001
869,3933.6530355334394,1064,0.001
870,3645.237445859923,526,0.001
871,3094.553611826401,750,0.001
872,1311.81004262828,901,0.001
873,8517.367416733765,1357,0.001
874,-204.9494539774186,1160,0.001
875,3778.5218137379748,1944,0.001
876,350.3659849851031,1195,0.001
877,4289.545703696099,1024,0.001
878,1023.0223910701015,1158,0.001
879,7839.568409575841,2013,0.001
880,3261.129666266114,734,0.001
881,5674.950259620271,996,0.001
882,-878.271008513228,2216,0.001
883,5910.93575948734,1513,0.001
884,10243.967385193482,1913,0.001
885,1429.5017799367379,295,0.001
886,3314.0287813925656,844,0.001
887,-4176.447729897112,3000,0.001
888,1382.3128056486446,1832,0.001
889,13857.400776650655,2591,0.001
890,4062.0684480277905,1034,0.001
891,10508.369040816873,3000,0.001
892,4713.965188913352,2363,0.001
893,9622.592192174032,2023,0.001
894,-4976.810678208224,2616,0.001
895,3606.027566791534,1675,0.001
896,5293.489128199501,1367,0.001
897,3277.903885843023,2228,0.001
898,6143.404374774283,1259,0.001
899,6023.800812390645,1267,0.001
900,2222.824297730498,2681,0.001
901,6113.804588705919,1219,0.001
902,-1866.245230269889,3000,0.001
903,5952.699343454564,1240,0.001
904,4890.846677281567,1373,0.001
905,6123.055089703493,1654,0.001
906,7282.506619981799,2383,0.001
907,8334.581752740458,1296,0.001
908,5859.037433705417,1384,0.001
909,7383.387677106309,1339,0.001
910,5474.541311813956,1782,0.001
911,5414.397647503013,1283,0.001
912,7759.4583910006595,905,0.001
913,6713.287631817491,1089,0.001
914,9067.26538403536,1345,0.001
915,8153.876600201288,1308,0.001
916,9607.950327283419,1264,0.001
917,7232.410411752587,1342,0.001
918,6419.569734110828,1364,0.001
919,6880.1294296269025,1047,0.001
920,6821.9685184644995,1423,0.001
921,8941.58931958841,977,0.001
922,6499.472972374686,1151,0.001
923,6735.967533623888,1371,0.001
924,165.81891575567272,3000,0.001
925,7267.879550246978,1913,0.001
926,2201.3392131084056,1870,0.001
927,-686.4986946966704,3000,0.001
928,6144.085783279677,1385,0.001
929,5201.656004554292,1808,0.001
930,5613.62848822369,1407,0.001
931,6299.800463410115,1437,0.001
932,3504.865273347993,1693,0.001
933,2420.7516949948126,2450,0.001
934,5878.541895839375,1226,0.001
935,-1298.0565819933547,3000,0.001
936,5303.644633820554,1790,0.001
937,3092.5156591812056,1714,0.001
938,2837.917480845762,1738,0.001
939,4268.082012114902,1312,0.001
940,4800.226879067455,1308,0.001
941,4418.960857333915,997,0.001
942,3369.6769646203215,1868,0.001
943,3691.718251366603,1874,0.001
944,4412.662452789342,1429,0.001
945,3583.1814862164924,2370,0.001
946,8174.0768560335855,1354,0.001
947,7176.7297131633895,1304,0.001
948,9757.062491989964,1591,0.001
949,5399.205778676737,1400,0.001
950,2877.215906156444,1653,0.001
951,12518.581421310244,1326,0.001
952,6416.060274135293,1879,0.001
953,5292.4676049131,1441,0.001
954,11250.196416219445,1414,0.001
955,6627.073357511458,1365,0.001
956,1003.14488030984,2498,0.001
957,5331.831648912991,1210,0.001
958,731.1891948018506,3000,0.001
959,6659.758852682474,1031,0.001
960,4908.639207289947,1325,0.001
961,4584.107034953611,1341,0.001
962,3172.049761401847,1800,0.001
963,79.13403853534174,2767,0.001
964,3471.1285219456963,2530,0.001
965,1900.495698415697,2776,0.001
966,4827.956694906964,1662,0.001
967,3683.8037914063607,2891,0.001
968,8223.005228136337,2564,0.001
969,7445.14394425179,1297,0.001
970,2424.0446587412334,1830,0.001
971,5146.951132875447,1818,0.001
972,8255.541916778393,2972,0.001
973,1149.6261371561066,430,0.001
974,590.2537553527535,613,0.001
975,17520.728092647605,3000,0.001
976,53766.982426828086,3000,0.001
977,53268.38323447187,3000,0.001
978,53797.34823944488,3000,0.001
979,53718.210149944316,3000,0.001
980,53683.64226729122,3000,0.001
981,53711.119701044416,3000,0.001
982,53657.977322906954,3000,0.001
983,53704.16344768268,3000,0.001
984,53716.67644734004,3000,0.001
985,53745.71838472933,3000,0.001
986,53805.98826137016,3000,0.001
987,53935.820711862725,3000,0.001
988,53420.62398779708,3000,0.001
989,53689.68704893101,3000,0.001
990,53718.55334016538,3000,0.001
991,53752.460795859784,3000,0.001
992,53667.43794865721,3000,0.001
993,53718.58812623782,3000,0.001
994,53685.04643206776,3000,0.001
995,53759.393930913095,3000,0.001
996,53536.98612431262,3000,0.001
997,53691.074917779304,3000,0.001
998,53718.55334016538,3000,0.001
999,53718.55334016538,3000,0.001
1000,53850.60850854839,3000,0.001
1001,53486.369119122246,3000,0.001
1002,53131.36274924002,3000,0.001
1003,53718.70257308034,3000,0.001
1004,53680.986480029926,3000,0.001
1005,53719.633048460535,3000,0.001
1006,53578.913547096105,3000,0.001
1007,53620.08961961472,3000,0.001
1008,53632.99118654503,3000,0.001
1009,53574.331860414706,3000,0.001
1010,53245.69025789542,3000,0.001
1011,53549.71365118175,3000,0.001
1012,53686.005000718964,3000,0.001
1013,53729.06912409338,3000,0.001
1014,53640.512096409926,3000,0.001
1015,53759.21111410022,3000,0.001
1016,49274.75412736898,3000,0.001
1017,3139.0945965372007,1697,0.001
1018,6416.992053855533,1050,0.001
1019,5228.288042948347,1280,0.001
1020,7103.269409410082,2638,0.001
1021,6430.6214867288545,1314,0.001
1022,4968.454763512083,1293,0.001
1023,6969.175250495178,1786,0.001
1024,3408.6200521901906,1750,0.001
1025,8427.836286161724,934,0.001
1026,1550.1103985451357,3000,0.001
1027,5751.525485054782,1115,0.001
1028,6843.443855088264,1286,0.001
1029,5898.654689428495,1169,0.001
1030,8797.82523482349,954,0.001
1031,5442.2057435825855,1321,0.001
1032,5634.467294368391,1445,0.001
1033,6152.676346469792,1099,0.001
1034,7747.588373093634,1000,0.001
1035,6563.3809897306655,1338,0.001
1036,6674.51191850145,978,0.001
1037,5432.779130866485,1269,0.001
1038,4645.152925493471,1340,0.001
1039,6842.350901566112,942,0.001
1040,5601.950216448877,1249,0.001
1041,7956.021327663735,939,0.001
1042,5179.113061147412,2507,0.001
1043,8273.8360183647,942,0.001
1044,5223.403467614163,1372,0.001
1045,6942.116705027159,920,0.001
1046,-9721.70730644241,3000,0.001
1047,1065.9449010915796,2034,0.001
1048,7441.956622412697,1893,0.001
1049,5295.334641594546,1239,0.001
1050,6531.154300666559,1001,0.001
1051,12238.784815842762,2550,0.001
1052,8320.175440240457,1402,0.001
1053,1051.7875584450796,3000,0.001
1054,5172.049874469649,1294,0.001
1055,3140.040962076187,1683,0.001
1056,7284.462249227105,1334,0.001
1057,5772.402467216622,1278,0.001
1058,6808.2550098611255,927,0.001
1059,3330.6743396005327,2098,0.001
1060,4980.909934157293,1612,0.001
1061,10109.96853544724,1782,0.001
1062,1243.2030794989385,845,0.001
1063,6871.43566358522,1255,0.001
1064,5732.342612793369,1896,0.001
1065,6028.409093048363,1388,0.001
1066,4676.175208903384,1312,0.001
1067,4979.319635562021,1239,0.001
1068,6286.645983684407,1375,0.001
1069,8635.225457494951,1946,0.001
1070,6888.523942200063,1811,0.001
1071,3982.3746375176006,1427,0.001
1072,12069.743929367309,3000,0.001
1073,4558.4462679246535,1390,0.001
1074,4732.647955301093,1293,0.001
1075,3289.3972854680474,2175,0.001
1076,2108.910536204753,1826,0.001
1077,5569.191110414657,1349,0.001
1078,4706.981866478158,1263,0.001
1079,6250.961213567277,1008,0.001
1080,8353.043288031566,972,0.001
1081,6745.784919988994,939,0.001
1082,7486.053979561216,884,0.001
1083,7824.632500082459,926,0.001
1084,6005.768103025556,1159,0.001
1085,5424.761107623759,1179,0.001
1086,6835.756545689785,896,0.001
1087,5786.211947881923,1114,0.001
1088,4908.248634379389,1345,0.001
1089,5192.5232191674795,1278,0.001
1090,8425.062241841111,1224,0.001
1091,5218.176062819683,1275,0.001
1092,7161.783402367084,852,0.001
1093,7161.8328019397795,852,0.001
1094,7161.798423382166,852,0.001
1095,7162.071032450528,852,0.001
1096,7165.064188351338,858,0.001
1097,4034.3184762625765,2047,0.001
1098,10216.197983363938,1405,0.001
1099,7126.5322175665,858,0.001
1100,7156.375160335022,853,0.001
1101,6783.776808306002,914,0.001
1102,7173.283762087426,850,0.001
1103,7127.9516925283915,858,0.001
1104,4783.802588905669,1183,0.001
1105,7156.07000061389,853,0.001
1106,7096.74960374745,863,0.001
1107,7173.2654218709495,850,0.001
1108,7150.4519115343455,854,0.001
1109,-1242.683451926606,2766,0.001
1110,6626.718241811173,951,0.001
1111,7161.798342757519,852,0.001
1112,7173.269222952962,850,0.001
1113,4669.341846998649,1610,0.001
1114,4940.972388869656,1302,0.001
1115,3820.952003056458,1558,0.001
1116,5708.179705350796,1100,0.001
1117,7161.790788684556,852,0.001
1118,6247.208777697997,983,0.001
1119,4596.09922679727,1284,0.001
1120,711.1421669818614,2335,0.001
1121,7138.4879565216925,856,0.001
1122,7173.2654218709495,850,0.001
1123,7141.011694589068,859,0.001
1124,7079.979421170381,872,0.001
1125,7144.501708343518,855,0.001
1126,8645.349420478165,1350,0.001
1127,7129.375914584478,857,0.001
1128,5033.018030918568,1318,0.001
1129,7224.541485411305,856,0.001
1130,7161.790227636586,852,0.001
1131,1394.7598222536628,1542,0.001
1132,5361.0840128099435,1255,0.001
1133,6204.019349027321,988,0.001
1134,5920.9598928097885,1042,0.001
1135,6479.976834927487,1091,0.001
1136,6224.541392881303,989,0.001
1137,7082.3083393462475,866,0.001
1138,6974.4304936542885,884,0.001
1139,7042.0920510695805,873,0.001
1140,-943.6602978232679,2782,0.001
1141,4583.601990913182,1491,0.001
1142,181.75551501006345,1787,0.001
1143,3369.706545780922,626,0.001
1144,-1041.839645868826,1971,0.001
1145,-3890.4102329860953,666,0.001
1146,-11413.283454554388,2407,0.001
1147,-4534.016559724742,1384,0.001
1148,-4112.260917182898,1881,0.001
1149,4151.802314971694,1178,0.001
1150,609.3551691589422,519,0.001
1151,-4094.545341116665,808,0.001
1152,-3326.413484266728,658,0.001
1153,-3033.4468236951716,1311,0.001
1154,-1.253429001561102,2799,0.001
1155,-7202.016651321076,2558,0.001
1156,4213.667579520285,674,0.001
1157,4231.732181812906,676,0.001
1158,5510.867814282351,668,0.001
1159,3311.673123196283,1070,0.001
1160,2959.5643610504394,1094,0.001
1161,4336.480942742559,685,0.001
1162,791.195946233277,1190,0.001
1163,2305.5760552589873,1118,0.001
1164,3168.9360534348225,736,0.001
1165,4298.250403144895,682,0.001
1166,3582.605536448546,603,0.001
1167,3960.683526241165,714,0.001
1168,2848.618355251494,1212,0.001
1169,5298.724545505932,821,0.001
1170,-816.651419408877,1236,0.001
1171,3300.199573549847,850,0.001
1172,814.8342956320663,1225,0.001
1173,-3052.015184978718,3000,0.001
1174,-109.05480249530933,1323,0.001
1175,3168.0592748288236,876,0.001
1176,206.78993402528252,1295,0.001
1177,3183.8947223818345,2793,0.001
1178,-1795.85453912656,1736,0.001
1179,3252.129507921758,862,0.001
1180,-397.81953651782624,1203,0.001
1181,-1129.881516925756,1242,0.001
1182,-547.5364085629358,1627,0.001
1183,2826.657422856225,1378,0.001
1184,1676.442055392269,818,0.001
1185,2605.6619795244765,1254,0.001
1186,2166.954528384372,1283,0.001
1187,8967.983009678253,956,0.001
1188,3663.08463627746,1167,0.001
1189,3198.073703575964,872,0.001
1190,3984.836712639301,1323,0.001
1191,3049.301265911741,1325,0.001
1192,-231.9571185260092,1313,0.001
1193,3260.0171470546247,866,0.001
1194,1635.0307136852737,808,0.001
1195,2715.896949029193,1779,0.001
1196,3221.035285221462,1282,0.001
1197,980.7102619674032,1318,0.001
1198,1517.5985653733285,808,0.001
1199,846.56597052596,1300,0.001
1200,4193.757057676748,1347,0.001
1201,781.070315610584,1244,0.001
1202,1463.0709205066191,837,0.001
1203,575.17864041582,1031,0.001
1204,2890.9846329404927,854,0.001
1205,3755.5511496127447,704,0.001
1206,386.5871285189836,1632,0.001
1207,3728.581973517717,752,0.001
1208,3804.1870746259237,690,0.001
1209,3846.960186299023,669,0.001
1210,5768.738122577657,721,0.001
1211,3740.0805683804897,749,0.001
1212,3984.9161720165384,693,0.001
1213,3798.4506712522357,690,0.001
1214,4004.14260635249,693,0.001
1215,3821.307571338431,684,0.001
1216,4841.361596733246,738,0.001
1217,4719.424805808051,1223,0.001
1218,4280.214752313217,716,0.001
1219,4340.2089618185255,685,0.001
1220,2853.071964846986,753,0.001
1221,3675.6473129054166,683,0.001
1222,3922.8357865233465,715,0.001
1223,3167.676418790213,730,0.001
1224,5865.530832003038,1277,0.001
1225,6729.138349454716,1751,0.001
1226,2958.901459647172,762,0.001
1227,2344.7426493702983,1204,0.001
1228,2941.640121586862,813,0.001
1229,4620.33074780261,717,0.001
1230,4890.6822549110075,791,0.001
1231,3282.1267007907527,1646,0.001
1232,4333.797564284571,686,0.001
1233,7251.3413026060825,1360,0.001
1234,4087.7959758845504,1207,0.001
1235,3298.0625610049383,715,0.001
1236,4342.142560131614,684,0.001
1237,4332.858943906613,685,0.001
1238,4338.7797888173645,685,0.001
1239,4387.802906630738,688,0.001
1240,-330.2219708623161,2457,0.001
1241,4411.877496554895,786,0.001
1242,4317.045006467259,811,0.001
1243,3186.2380838158097,1248,0.001
1244,6968.958238036253,1074,0.001
1245,4338.427973454539,684,0.001
1246,3782.9818845929744,1190,0.001
1247,4336.938052570289,686,0.001
1248,3781.1736118793024,1700,0.001
1249,4333.983234898984,686,0.001
1250,4336.4548089788805,684,0.001
1251,4430.942773937895,696,0.001
1252,4446.013545065382,691,0.001
1253,2222.145393899686,1709,0.001
1254,-114.88521039131642,1075,0.001
1255,3081.1018487180227,1111,0.001
1256,2755.5808670173355,2129,0.001
1257,1070.079219067,1342,0.001
1258,2796.4717225951085,1286,0.001
1259,1103.20343387413,1234,0.001
1260,5669.409822453884,1406,0.001
1261,82.99489334337865,674,0.001
1262,773.5699207011507,942,0.001
1263,361.79294111922434,2161,0.001
1264,2291.7239559390337,877,0.001
1265,6457.22595053935,3000,0.001
1266,-9610.917919918014,2188,0.001
1267,-596.4678767093682,977,0.001
1268,4769.364389252425,1363,0.001
1269,-1700.4055065610014,914,0.001
1270,-4511.829636933894,2640,0.001
1271,2155.07737497097,1769,0.001
1272,2781.775633376452,802,0.001
1273,8466.13763751748,1161,0.001
1274,4506.661001458227,1720,0.001
1275,6079.706383070518,1975,0.001
1276,2179.2282344194573,884,0.001
1277,3905.636721833417,1190,0.001
1278,6293.849918610817,1115,0.001
1279,2873.973846908704,803,0.001
1280,-4758.454250596318,3000,0.001
1281,-5229.491248141946,2773,0.001
1282,436.2465664193687,2543,0.001
1283,18123.93758914692,2282,0.001
1284,5024.280358620639,1187,0.001
1285,-697.7132400716928,3000,0.001
1286,-5031.584308399729,3000,0.001
1287,2981.106252178888,1887,0.001
1288,-5469.736857860393,3000,0.001
1289,14514.055645110784,1602,0.001
1290,3223.985578290518,807,0.001
1291,-313.1871810530857,525,0.001
1292,141.76908254235536,1164,0.001
1293,-2109.216754798763,1181,0.001
1294,730.4318376948113,224,0.001
1295,686.3359893207355,236,0.001
1296,278.2644890536454,333,0.001
1297,-1246.2779232701282,991,0.001
1298,-2819.2368474166715,1429,0.001
1299,-2466.2080485604697,1894,0.001
1300,768.1757323643902,221,0.001
1301,2315.0503764145938,1753,0.001
1302,-4802.326966062066,3000,0.001
1303,2972.4634379279423,1024,0.001
1304,2972.4624944182433,1024,0.001
1305,-511.3092906403915,2579,0.001
1306,7743.001760952149,1841,0.001
1307,5495.269241495506,1226,0.001
1308,2972.428163478946,1024,0.001
1309,4424.3890890278635,3000,0.001
1310,5602.57709305917,1250,0.001
1311,3398.4603865751096,866,0.001
1312,3381.670942385244,871,0.001
1313,3742.100032379104,1607,0.001
1314,3264.978999727523,1608,0.001
1315,1003.9260320086029,2035,0.001
1316,-305.6685636538921,1652,0.001
1317,3042.5914405473113,1652,0.001
1318,3389.3421605998956,1647,0.001
1319,590.1075800353151,1193,0.001
1320,3646.4900252628336,1964,0.001
1321,3616.595968873733,1958,0.001
1322,-397.38600430510417,1557,0.001
1323,2814.69969083744,2000,0.001
1324,8913.131694926853,3000,0.001
1325,1817.8932504943768,1426,0.001
1326,-4841.607875640515,1573,0.001
1327,-9227.664978021481,2393,0.001
1328,-110.80601601802448,645,0.001
1329,204.25735940346314,1531,0.001
1330,-11272.944947442387,2680,0.001
1331,-5671.464358939055,3000,0.001
1332,1177.5795908662076,997,0.001
1333,-3141.144626827892,1532,0.001
1334,-313.1329294783111,763,0.001
1335,-247.88055830376794,1306,0.001
1336,-1166.6535599196081,983,0.001
1337,-1555.3890658620962,1675,0.001
1338,-1844.6390158495735,2348,0.001
1339,-902.2309154772295,769,0.001
1340,-3046.743547814878,1194,0.001
1341,-1889.8296218329267,1056,0.001
1342,-5825.77023318731,2632,0.001
1343,115.72004589540009,1221,0.001
1344,670.9644417992112,1082,0.001
1345,-146.57622061987522,718,0.001
1346,-6756.742907179217,3000,0.001
1347,-521.4579166513166,1179,0.001
1348,-2392.973161196077,1201,0.001
1349,2705.2801234878207,986,0.001
1350,-414.8232419227275,756,0.001
1351,-573.6057534190398,1456,0.001
1352,1783.1718113001389,1094,0.001
1353,-4474.249590504282,1733,0.001
1354,4516.593650721395,2216,0.001
1355,-1279.714617237148,1189,0.001
1356,2757.6832015201426,1543,0.001
1357,-74.77758920897115,1184,0.001
1358,3293.5717401047004,3000,0.001
1359,5444.166958176658,1275,0.001
1360,925.4494018858405,1859,0.001
1361,-5253.52657638966,1543,0.001
1362,-13451.932715787561,3000,0.001
1363,-5148.850415442894,2965,0.001
1364,-1708.5839610146743,1324,0.001
1365,221.98747161346918,1677,0.001
1366,3937.560308444314,1115,0.001
1367,4006.1184950374595,1116,0.001
1368,3703.920616962,1054,0.001
1369,-1165.6902506334784,1193,0.001
1370,-9831.263954608463,3000,0.001
1371,2045.886801097835,1133,0.001
1372,-3197.7386030334096,1560,0.001
1373,-2256.58345762548,1510,0.001
1374,-1711.141289977489,1174,0.001
1375,-4319.049189604481,2427,0.001
1376,-11135.341180372325,2899,0.001
1377,559.6216546399025,1140,0.001
1378,155.66592786253716,1204,0.001
1379,-14.061126986304842,2411,0.001
1380,3575.481226394604,1163,0.001
1381,3273.849241670565,1116,0.001
1382,2655.1086324817798,1205,0.001
1383,4478.951690096258,1191,0.001
1384,759.2378600326956,854,0.001
1385,5016.127299157888,1154,0.001
1386,5803.288957985767,1386,0.001
1387,1758.291455190064,1081,0.001
1388,3137.074130891051,1062,0.001
1389,1737.934511326277,1030,0.001
1390,-3675.1090819607134,3000,0.001
1391,490.1713378654095,1152,0.001
1392,3404.3212159951845,1086,0.001
1393,1085.199969778752,938,0.001
1394,1251.6860434028488,903,0.001
1395,751.9525504650828,1095,0.001
1396,-2826.7930037456035,1511,0.001
1397,-3322.0979163188867,1606,0.001
1398,-1576.7349857338259,1492,0.001
1399,-248.04808685004775,1145,0.001
1400,2215.024539407839,987,0.001
1401,970.4572466224968,906,0.001
1402,1473.1796411985176,904,0.001
1403,-80.53718804835155,1104,0.001
1404,-9258.561929054436,3000,0.001
1405,-1458.0889267138946,1476,0.001
1406,-6412.9650441264575,2617,0.001
1407,-3049.2036658251077,1540,0.001
1408,4803.665714438077,1132,0.001
1409,3013.1923104505813,1171,0.001
1410,2657.7692943384873,1145,0.001
1411,1704.1328201043566,1200,0.001
1412,2010.1686178171735,1155,0.001
1413,2032.5109824144922,1160,0.001
1414,2045.7998873576569,1164,0.001
1415,4208.727060618791,1194,0.001
1416,3284.370453598015,1167,0.001
1417,4088.938398110875,1193,0.001
1418,-1679.8729614902486,2077,0.001
1419,1658.9656692357148,1156,0.001
1420,10422.158704172372,2293,0.001
1421,2146.5595254521527,1189,0.001
1422,4209.450651491841,1192,0.001
1423,344.92649245850185,1652,0.001
1424,6325.812406717269,1140,0.001
1425,3438.1724392632973,1193,0.001
1426,-4337.514413715213,3000,0.001
1427,-1308.0175203435322,2681,0.001
1428,3637.676866514621,1609,0.001
1429,-3016.1059764507363,2300,0.001
1430,7082.452271817628,1541,0.001
1431,-1349.6612835008623,2064,0.001
1432,-2208.957545105956,2597,0.001
1433,4081.135916133417,2063,0.001
1434,-3630.6519419602905,2554,0.001
1435,-506.5347223404499,2098,0.001
1436,-758.2839873807837,2140,0.001
1437,116.63722235955865,2081,0.001
1438,-496.8734905540042,2998,0.001
1439,5103.7710120598895,2124,0.001
1440,-4462.051612261612,3000,0.001
1441,-82.73015131335309,2051,0.001
1442,4610.418173752221,2318,0.001
1443,2429.33304895027,2018,0.001
1444,-653.9534225966745,2033,0.001
1445,89.15120865970019,2028,0.001
1446,2763.632248909178,2104,0.001
1447,5681.511635113602,1631,0.001
1448,-926.1570060897697,2083,0.001
1449,5026.676783112458,1742,0.001
1450,6124.178859492949,1364,0.001
1451,4733.5613544253765,1865,0.001
1452,2535.7294648900665,1861,0.001
1453,1903.5698419338744,2190,0.001
1454,275.97023944911246,3000,0.001
1455,-4887.409275520274,3000,0.001
1456,5635.7278028356695,1505,0.001
1457,4205.879357089095,1421,0.001
1458,290.16962793836166,1419,0.001
1459,4963.51324381936,2192,0.001
1460,-1905.9945012345097,1809,0.001
1461,2357.9860464819308,2408,0.001
1462,-7122.895944861766,3000,0.001
1463,-3288.0366087795924,2310,0.001
1464,-2027.4569862183375,2112,0.001
1465,4471.51365293065,1881,0.001
1466,-241.11738231135695,1724,0.001
1467,3558.8036288595695,971,0.001
1468,-5594.7364367168375,2013,0.001
1469,-3290.2960721339537,1397,0.001
1470,2520.57271547371,2706,0.001
1471,-286.61398449332233,479,0.001
1472,-504.1365811628054,482,0.001
1473,-78.11390262328857,438,0.001
1474,109.91100566454487,403,0.001
1475,132.14996112873445,397,0.001
1476,148.13438319335734,391,0.001
1477,-570.3459493029809,496,0.001
1478,148.3545596162786,375,0.001
1479,-17.99663993042202,436,0.001
1480,-2346.3272878889616,930,0.001
1481,-4767.29616851796,1878,0.001
1482,-3531.2252069189226,1045,0.001
1483,-5231.497124705861,1555,0.001
1484,-571.3762413226947,499,0.001
1485,-353.84382526238824,512,0.001
1486,-2741.9848468903238,823,0.001
1487,803.4357703719331,2567,0.001
1488,-352.17308596550924,509,0.001
1489,-3093.6564012168583,1867,0.001
1490,-2870.101806751504,940,0.001
1491,-345.1688448427751,508,0.001
1492,-1723.1148811622738,1458,0.001
1493,-2533.0524648199357,921,0.001
1494,-370.8623888239034,515,0.001
1495,-2092.0164120025775,862,0.001
1496,-313.4108678171961,504,0.001
1497,-4799.996314374813,1621,0.001
1498,-381.38939542942546,512,0.001
1499,-2875.46757569488,870,0.001
1500,-2354.5710672408663,914,0.001
1501,-273.6895479681141,497,0.001
1502,-103.80962024539383,911,0.001
1503,-255.40834465306506,494,0.001
1504,-1228.398041820736,1639,0.001
1505,-2539.6050557107224,915,0.001
1506,-463.7866516047435,529,0.001
1507,-263.3359507805723,496,0.001
1508,-1995.7657067982432,773,0.001
1509,-2339.988014910238,810,0.001
1510,-2386.418089239271,870,0.001
1511,-1934.4108224653094,768,0.001
1512,-1938.4008159984874,797,0.001
1513,-3858.0807291903134,1175,0.001
1514,-539.341665510484,543,0.001
1515,-1483.806086841369,698,0.001
1516,-2088.6835397425193,812,0.001
1517,-2361.051280784431,921,0.001
1518,-1415.313672374768,695,0.001
1519,-2091.3638986908,786,0.001
1520,-2519.8222068329424,905,0.001
1521,-12918.601750521917,3000,0.001
1522,-2165.2554490754947,866,0.001
1523,-2278.251525548592,864,0.001
1524,-8641.84548979404,2450,0.001
1525,-2181.161533626356,867,0.001
1526,-4670.169491927471,1316,0.001
1527,-4146.759465795487,1197,0.001
1528,-2874.7319054613968,913,0.001
1529,-4045.239198352976,1364,0.001
1530,-2719.3340900316894,927,0.001
1531,-6029.522042882236,1813,0.001
1532,-2175.4743448325735,855,0.001
1533,-725.7912501370545,1884,0.001
1534,-371.6347145345205,2021,0.001
1535,-2508.753372322064,840,0.001
1536,-2833.6596817310565,880,0.001
1537,-2494.63516536734,811,0.001
1538,-2464.955009830018,838,0.001
1539,-2451.0301272848315,840,0.001
1540,-2385.7748060909753,817,0.001
1541,-2509.977833398066,844,0.001
1542,-2517.3553003751013,887,0.001
1543,-552.572238266475,544,0.001
1544,-1959.940603314324,777,0.001
1545,1493.4444434796494,1856,0.001
1546,-8342.735636071793,1777,0.001
1547,-2558.3987170632095,930,0.001
