Episode,Total Reward,Steps,Epsilon
1548,-1984.9324330203235,863,0.001
1549,-2623.604453189412,851,0.001
1550,-2135.583986021875,829,0.001
1551,-210.6677058769373,489,0.001
1552,-332.566811779659,508,0.001
1553,-334.1326561570254,507,0.001
1554,-416.4020793775186,521,0.001
1555,-2556.9521127445223,844,0.001
1556,-3448.6019405204383,958,0.001
1557,-5594.154062382063,1291,0.001
1558,-2566.9957844038995,861,0.001
1559,-2874.242627509699,872,0.001
1560,-2397.6943938786726,832,0.001
1561,-2277.3627325796256,925,0.001
1562,-688.6820707239275,566,0.001
1563,-7886.9552539874585,2298,0.001
1564,-290.1838165297475,943,0.001
1565,-2599.0352006885496,1802,0.001
1566,-5378.840162465573,1375,0.001
1567,-2329.3651734381247,903,0.001
1568,-241.6652205341947,922,0.001
1569,-2480.1465393294898,918,0.001
1570,-2446.4760715204047,902,0.001
1571,-2187.3643898494515,876,0.001
1572,-74.18153604277197,944,0.001
1573,-2320.102417487877,884,0.001
1574,-535.1666941879689,535,0.001
1575,-2545.3776462979454,905,0.001
1576,-270.78209739709916,498,0.001
1577,-2029.3763035138375,955,0.001
1578,-1639.9070799071749,728,0.001
1579,-1156.8236535934805,650,0.001
1580,-1785.8008591655234,739,0.001
1581,-2373.1566821111164,899,0.001
1582,-2257.5621211476514,897,0.001
1583,-2296.6245569812236,867,0.001
1584,-2214.495494811045,829,0.001
1585,-2997.7685599601086,928,0.001
1586,-4061.3581148474186,1332,0.001
1587,-2109.9029568897445,743,0.001
1588,-1571.9483572762667,1004,0.001
1589,-734.1154048864908,572,0.001
1590,-2415.6201803601134,1617,0.001
1591,-4054.4379514663283,1030,0.001
1592,-2843.292343400633,899,0.001
1593,-505.18809041405086,538,0.001
1594,-2093.1610204405238,818,0.001
1595,-14002.600260003737,3000,0.001
1596,-2313.8420376454387,974,0.001
1597,-1255.8825096540083,723,0.001
1598,-1393.2823765101607,712,0.001
1599,-686.346420468963,890,0.001
1600,-2186.87444586699,766,0.001
1601,-1936.7075490594248,734,0.001
1602,-2063.361760662297,786,0.001
1603,-3139.6105944661326,946,0.001
1604,-2663.3493822251435,925,0.001
1605,-2803.7620968771716,927,0.001
1606,-2502.3913187481153,827,0.001
1607,-2580.89904111222,833,0.001
1608,-2290.515395076904,798,0.001
1609,-5776.922857252252,1341,0.001
1610,-2375.2040062321094,864,0.001
1611,-2058.560998669626,746,0.001
1612,-2284.3796983535353,804,0.001
1613,-2722.2274020657737,963,0.001
1614,-3309.895746442355,910,0.001
1615,-299.994595182548,503,0.001
1616,-2686.746894542603,864,0.001
1617,-3176.5064940359957,972,0.001
1618,-621.3490578197874,561,0.001
1619,-1289.6034009036393,671,0.001
1620,-5913.381396672108,1848,0.001
1621,-2623.4295153803205,968,0.001
1622,-1421.6827540522766,701,0.001
1623,-2324.961548054116,916,0.001
1624,-1824.526562855557,893,0.001
1625,-746.6695063127687,575,0.001
1626,-1536.1078267884916,2219,0.001
1627,-2861.3383988898395,1395,0.001
1628,2721.736068754765,1370,0.001
1629,-2150.284751451194,898,0.001
1630,-2349.207704120314,833,0.001
1631,-2203.9350788396905,907,0.001
1632,-1179.3416788436675,894,0.001
1633,-1260.822686198579,939,0.001
1634,-2398.8230423002356,953,0.001
1635,-2184.8969220147687,843,0.001
1636,-2208.534051861613,867,0.001
1637,-3236.2892639431434,1052,0.001
1638,-1312.480618283857,691,0.001
1639,-1574.1990862793725,766,0.001
1640,-2608.4420568276655,912,0.001
1641,-2072.9710579270204,890,0.001
1642,-6704.797080417995,1896,0.001
1643,-6787.697064846804,1824,0.001
1644,-2478.3824730075567,1389,0.001
1645,-1894.345524285631,864,0.001
1646,-5819.18737087527,2383,0.001
1647,-2312.0728770765418,926,0.001
1648,-2232.4634586918187,947,0.001
1649,-2596.323601810051,980,0.001
1650,-2803.090264508661,929,0.001
1651,-1719.9982133054511,959,0.001
1652,-2357.030477797128,1296,0.001
1653,-6110.182784153777,3000,0.001
1654,-6314.703238271059,3000,0.001
1655,-1444.211728413859,1540,0.001
1656,-2019.673874925986,1434,0.001
1657,-3109.179438607501,1038,0.001
1658,-2622.924498186096,963,0.001
1659,-5558.419923465218,1780,0.001
1660,-2349.2573189421137,846,0.001
1661,1065.1745236021275,1157,0.001
1662,-2830.507002107636,1414,0.001
1663,-4418.001661737744,1426,0.001
1664,-1310.7094415708725,935,0.001
1665,-2099.174568082938,815,0.001
1666,-4894.888840448659,1303,0.001
1667,-2561.773971373459,877,0.001
1668,-2677.182857593619,870,0.001
1669,-2757.5124808679066,872,0.001
1670,-2920.6038036255354,919,0.001
1671,-2525.898110491358,881,0.001
1672,-2034.6829520927342,874,0.001
1673,-5828.657341335254,1534,0.001
1674,-1711.0005579479653,813,0.001
1675,-6891.201805296884,1849,0.001
1676,-345.04468584898797,506,0.001
1677,-344.2776729920528,506,0.001
1678,-345.22827067130555,506,0.001
1679,-376.4230067909559,513,0.001
1680,-407.98481078565766,516,0.001
1681,-348.0691616399829,507,0.001
1682,-387.85201679263406,514,0.001
1683,-5063.864050611213,1349,0.001
1684,-4178.264070780175,1400,0.001
1685,-2777.5034209069113,867,0.001
1686,-2235.3893050184465,885,0.001
1687,-2397.5186595511123,907,0.001
1688,-2184.231646163778,868,0.001
1689,-1123.4336015101612,931,0.001
1690,-1223.0327422197208,873,0.001
1691,-2241.390394774195,882,0.001
1692,-2170.9590121721044,894,0.001
1693,-1993.4809682680018,860,0.001
1694,-3798.020180701036,1378,0.001
1695,-2316.3354138036284,874,0.001
1696,-970.500926671784,907,0.001
1697,-2284.2850483996517,925,0.001
1698,-4065.069652078285,1595,0.001
1699,-204.7454945415928,917,0.001
1700,-2164.7053647287503,878,0.001
1701,-5598.95259669524,1429,0.001
1702,-2243.765100487458,884,0.001
1703,614.1453442047496,956,0.001
1704,-541.458741882682,895,0.001
1705,-2061.346349709649,821,0.001
1706,392.7073243974378,905,0.001
1707,-2130.047188657539,862,0.001
1708,-284.33129683786876,908,0.001
1709,-2299.13605445739,985,0.001
1710,-2252.1293371967554,882,0.001
1711,-2117.5128735263042,852,0.001
1712,-1196.3596493899665,909,0.001
1713,-1377.7819936944247,937,0.001
1714,-5960.185160193997,1331,0.001
1715,-2116.7876279167353,914,0.001
1716,-195.91821335971622,917,0.001
1717,-2267.112604993551,872,0.001
1718,-2364.4273522652593,880,0.001
1719,-1385.195847911075,1356,0.001
1720,-2648.73283387221,824,0.001
1721,-3447.847578117398,1289,0.001
1722,-2217.6427290142883,855,0.001
1723,-500.6786938828522,891,0.001
1724,-2107.7813186895846,824,0.001
1725,369.9111057964392,912,0.001
1726,-2225.714460330111,870,0.001
1727,-2723.4188648188433,1000,0.001
1728,-2412.039720047833,794,0.001
1729,-4408.298312976022,1227,0.001
1730,-3938.8172177851507,1172,0.001
1731,-2702.990732012773,927,0.001
1732,-2212.8077494550616,863,0.001
1733,-2101.84993485908,806,0.001
1734,3869.577312329532,1892,0.001
1735,-2302.8079275753657,877,0.001
1736,-2348.44644279445,873,0.001
1737,-1843.5741854779887,728,0.001
1738,-4164.68967113641,2651,0.001
1739,-2351.6911221130417,868,0.001
1740,-2136.117761454439,903,0.001
1741,-2106.139718675516,831,0.001
1742,-1859.3953958104892,804,0.001
1743,-2122.641341309251,843,0.001
1744,-2396.717577660463,865,0.001
1745,-1974.0770336644396,807,0.001
1746,-1980.340418102689,842,0.001
1747,-1933.6745525342296,831,0.001
1748,-1843.8897029819807,808,0.001
1749,-3752.3546635915122,1075,0.001
1750,-2106.0753682073423,886,0.001
1751,-2078.7548679435267,880,0.001
1752,-2064.7735902199374,818,0.001
1753,-2039.8629472445666,864,0.001
1754,-1707.4767543073483,732,0.001
1755,-379.89349985201915,514,0.001
1756,-385.19623271255506,515,0.001
1757,-386.2087039056248,515,0.001
1758,-303.3288647112594,500,0.001
1759,-306.50894676324674,501,0.001
1760,-311.8536513382074,502,0.001
1761,-334.1973193445499,506,0.001
1762,-319.50514926058435,503,0.001
1763,-322.55646293193314,503,0.001
1764,-327.2107449548045,505,0.001
1765,-1548.060201900366,968,0.001
1766,-420.66731798431704,454,0.001
1767,-335.69881308406156,506,0.001
1768,-3762.5214058702018,1115,0.001
1769,-336.77684914936174,506,0.001
1770,-3865.426532450824,1299,0.001
1771,-3336.5575133478656,1105,0.001
1772,-2598.577232945014,1009,0.001
1773,-3511.5837137765716,1211,0.001
1774,-2110.11550873947,1258,0.001
1775,14.358906062211304,977,0.001
1776,-4329.905681177214,1289,0.001
1777,-12874.624505499323,3000,0.001
1778,-1494.1942222316145,1582,0.001
1779,-4122.941146161446,1638,0.001
1780,911.6735487860013,562,0.001
1781,-2159.842613596911,1022,0.001
1782,-2225.8131149753067,917,0.001
1783,-2900.419080509605,1018,0.001
1784,-2431.82521004531,921,0.001
1785,-1018.9843662594366,963,0.001
1786,-2120.8172968204035,892,0.001
1787,-3155.487671843649,1041,0.001
1788,-4024.9106002216863,1251,0.001
1789,-1788.7308563127333,804,0.001
1790,-4311.320456141329,1274,0.001
1791,-4776.729036665954,1520,0.001
1792,-2209.113268851151,820,0.001
1793,-2212.3421778680035,837,0.001
1794,-2312.629547894738,838,0.001
1795,-2019.761224831272,853,0.001
1796,-4352.077045318165,1230,0.001
1797,-18967.13130412878,3000,0.001
1798,-4455.904403562924,2232,0.001
1799,-3036.321353340066,1282,0.001
1800,-4093.53918065804,1269,0.001
1801,-250.18995975198877,487,0.001
1802,3282.241187748035,1476,0.001
1803,-561.7623173601553,461,0.001
1804,-443.45197098887405,493,0.001
1805,-592.4443442882402,514,0.001
1806,-427.0774467931064,493,0.001
1807,-472.7662310573565,502,0.001
1808,-509.45334145749905,501,0.001
1809,-484.87495721322784,500,0.001
1810,-467.6448384972511,498,0.001
1811,-513.9292940891902,437,0.001
1812,-200.6293585817182,456,0.001
1813,-526.5262396071462,439,0.001
1814,-3002.16217628374,840,0.001
1815,-850.060782225733,559,0.001
1816,-692.8420125751209,538,0.001
1817,3043.015457758577,2949,0.001
1818,-1368.8096555681898,722,0.001
1819,-1505.3397518064335,751,0.001
1820,-1665.8932413692485,788,0.001
1821,-1803.4728117121817,826,0.001
1822,-4655.836902825911,1270,0.001
1823,-1440.789710950481,749,0.001
1824,-7621.464647872503,2563,0.001
1825,-1629.6480782253345,814,0.001
1826,-1536.1222810213428,814,0.001
1827,-3756.79881788473,1156,0.001
1828,-2057.6382662340484,845,0.001
1829,-562.6033325858798,1729,0.001
1830,-1493.2543761224438,2053,0.001
1831,-2252.718452042817,2732,0.001
1832,-1137.8106051536388,2879,0.001
1833,-11225.850170080832,3000,0.001
1834,107.2595160710168,1397,0.001
1835,-9890.02575468306,3000,0.001
1836,1676.0569103792077,2792,0.001
1837,689.2074602349848,1505,0.001
1838,-10047.010362333758,3000,0.001
1839,660.532584753081,943,0.001
1840,-2875.3258753594278,2047,0.001
1841,-11379.087569739726,3000,0.001
1842,-5839.894134296268,2796,0.001
1843,1341.1197389150295,904,0.001
1844,-282.31803511870896,1124,0.001
1845,-8024.11341939683,3000,0.001
1846,4092.5417214286817,1948,0.001
1847,-11962.383560986134,3000,0.001
1848,6980.610976931288,1195,0.001
1849,-7832.486919177417,3000,0.001
1850,-3418.8066825345973,1446,0.001
1851,-7394.563835130244,2890,0.001
1852,-5009.183027601609,1749,0.001
1853,233.358698722138,2427,0.001
1854,4997.058143869174,1378,0.001
1855,4499.941041877332,1226,0.001
1856,-1075.0703481772027,2331,0.001
1857,-11477.59831942043,3000,0.001
1858,1996.839933143976,737,0.001
1859,-4539.555883445465,2481,0.001
1860,-507.87765777932117,1810,0.001
1861,2409.417842641383,1495,0.001
1862,-4476.402803215756,2648,0.001
1863,4385.694337490891,1100,0.001
1864,3134.3406617663877,1608,0.001
1865,6013.1969415759995,997,0.001
1866,-1291.1461924607256,1934,0.001
1867,-358.56031109415756,1785,0.001
1868,-1098.5638884470197,1979,0.001
1869,3222.0503853043274,1337,0.001
1870,-12141.081649102773,3000,0.001
1871,4800.526041352975,1022,0.001
1872,609.6281071307118,1643,0.001
1873,-11140.866084304851,3000,0.001
1874,-463.5579286082502,1861,0.001
1875,1641.5209693024483,3000,0.001
1876,-501.4984574567997,1244,0.001
1877,-1021.361265204988,1196,0.001
1878,-1624.8903842711975,1708,0.001
1879,1491.1636462563768,816,0.001
1880,2838.850832995404,2478,0.001
1881,1278.0447252684312,923,0.001
1882,-2554.8775332457294,1825,0.001
1883,-2870.5832272748758,1146,0.001
1884,-2706.1483051868545,1321,0.001
1885,-2115.15807951099,1274,0.001
1886,-1455.05576476012,1261,0.001
1887,386.6956279228058,1268,0.001
1888,-766.5677287488372,1685,0.001
1889,2046.3631319339145,764,0.001
1890,1005.9328193819345,808,0.001
1891,217.46443257542887,803,0.001
1892,797.0801831873177,754,0.001
1893,-143.43271710751057,653,0.001
1894,-3867.843169738865,2410,0.001
1895,-1373.4945850267015,851,0.001
1896,113.58370360332573,490,0.001
1897,-3349.417307525706,1006,0.001
1898,-364.3767700557411,703,0.001
1899,-2416.821070104049,1361,0.001
1900,-640.3261172768327,690,0.001
1901,-42.95146631414019,828,0.001
1902,555.6240751610911,863,0.001
1903,-499.6959236667774,647,0.001
1904,1244.8024199024971,770,0.001
1905,2094.7175147665266,764,0.001
1906,1033.6467010085971,758,0.001
1907,2639.9220328218357,793,0.001
1908,863.5583547760262,828,0.001
1909,-2526.2465526195874,2268,0.001
1910,-165.6562268516053,833,0.001
1911,-1490.1195357662343,865,0.001
1912,1998.3990344322608,753,0.001
1913,1394.0370802124567,780,0.001
1914,-2480.187117881778,1017,0.001
1915,459.2827037587506,738,0.001
1916,813.5050144721114,751,0.001
1917,-204.07142924570576,792,0.001
1918,-7817.245075615757,3000,0.001
1919,-181.90841490656575,1269,0.001
1920,-2232.775550424555,1765,0.001
1921,-2936.8127039669375,1733,0.001
1922,197.87266284279625,875,0.001
1923,1571.6482980628168,1301,0.001
1924,-1757.4999753070565,1018,0.001
1925,-3783.0604849260753,1470,0.001
1926,-1092.9353396876725,734,0.001
1927,832.4917882471914,1036,0.001
1928,-2258.352174533664,820,0.001
1929,-1009.7769823853725,2109,0.001
1930,-1304.0957598417197,986,0.001
1931,-2044.6185975825142,1650,0.001
1932,1832.5072769988944,1673,0.001
1933,-36.12023554240902,1225,0.001
1934,1462.9594353433874,1262,0.001
1935,-1871.3392522542492,2777,0.001
1936,1396.03644265136,1101,0.001
1937,1560.2370153813686,1099,0.001
1938,-6033.756602917549,3000,0.001
1939,2613.8989445186103,1286,0.001
1940,1411.717265379687,1148,0.001
1941,4533.077511734746,1166,0.001
1942,1370.4429528473045,1116,0.001
1943,-7371.89657713531,2104,0.001
1944,1124.4141830588687,1084,0.001
1945,1298.9278856402032,1139,0.001
1946,745.6179288275825,1117,0.001
1947,1304.2535998408357,1128,0.001
1948,811.6267626408273,1150,0.001
1949,1254.0673754514503,1082,0.001
1950,3195.776842839183,735,0.001
1951,620.575390020361,1124,0.001
1952,751.3530964554567,1106,0.001
1953,2132.1698920660892,914,0.001
1954,3133.320439383888,736,0.001
1955,3281.4813716867297,710,0.001
1956,3244.053108266054,720,0.001
1957,3345.9498531637614,701,0.001
1958,3179.4635446325465,724,0.001
1959,3302.8603606721394,707,0.001
1960,3342.7040326231872,709,0.001
1961,3209.238109470579,732,0.001
1962,3409.5221267301663,696,0.001
1963,3416.853138205584,702,0.001
1964,3214.3020443951377,719,0.001
1965,1307.6361982992396,1526,0.001
1966,3258.9768469012038,700,0.001
1967,3158.7479756708867,712,0.001
1968,3411.168329670537,710,0.001
1969,2594.93631961758,1146,0.001
1970,665.2279487691013,1094,0.001
1971,2330.9461933921134,848,0.001
1972,1302.2794017915453,1626,0.001
1973,3073.0671731838925,747,0.001
1974,3400.0584484761525,697,0.001
1975,3170.672466221351,739,0.001
1976,3303.2821511129087,720,0.001
1977,3368.0451114346183,705,0.001
1978,-5957.539370602385,2164,0.001
1979,3030.105074145623,734,0.001
1980,3244.3999610292085,737,0.001
1981,1556.0773298067882,1015,0.001
1982,3448.5224479949575,691,0.001
1983,3126.6098043842053,715,0.001
1984,3092.632456325898,756,0.001
1985,-1334.1284694533317,2306,0.001
1986,3345.749990945806,706,0.001
1987,3003.424859498932,729,0.001
1988,3342.592810389152,721,0.001
1989,2857.111229165312,1161,0.001
1990,2400.6272750976923,1970,0.001
1991,5163.452365452892,2043,0.001
1992,3048.215876520392,1349,0.001
1993,2449.4519129597934,934,0.001
1994,2355.2062006529904,1570,0.001
1995,-239.12821011511755,1699,0.001
1996,2356.2516058253973,1605,0.001
1997,3140.5874436090485,711,0.001
1998,-219.26871570121307,1798,0.001
1999,2563.5772535922447,787,0.001
2000,3265.922444375019,724,0.001
